date,gross_return,net_return,benchmark,n_trades,cost_pct,n_countries,rebalanced,is_active,holdings
2005-05-31,0.0892236755960079,0.0851736755960079,0.08168703673354227,3,0.00405,13,True,True,Brazil|Indonesia|Thailand
2005-06-30,0.03748963369522624,0.03748963369522624,0.055788227556693215,0,0.0,13,False,False,Brazil|Indonesia|Thailand
2005-07-29,0.03409558749283583,0.03409558749283583,0.06414842357916717,0,0.0,13,False,False,Brazil|Indonesia|Thailand
2005-09-30,0.1122258405949463,0.1122258405949463,0.11463161987176118,0,0.0,12,False,False,Brazil|Indonesia|Thailand
2005-11-30,0.10724595256044234,0.10184595256044233,0.10175577000613956,4,0.0054,11,True,True,Brazil|India|Mexico
2006-03-31,-0.0014761009273101696,-0.0014761009273101696,-0.009972678977469895,0,0.0,11,False,False,Brazil|India|Mexico
2006-04-28,0.017437893054522032,0.017437893054522032,0.030930509718608112,0,0.0,11,False,False,Brazil|India|Mexico
2006-06-30,0.0380406791109092,0.0380406791109092,-0.006961657058976112,0,0.0,13,False,False,Brazil|India|Mexico
2006-07-31,0.026208555646021172,0.026208555646021172,0.015111526114252039,0,0.0,13,False,False,Brazil|India|Mexico
2006-10-31,0.0654257485614179,0.0654257485614179,0.040269551014496585,0,0.0,13,False,False,Brazil|India|Mexico
2006-11-30,0.012634109018299299,0.012634109018299299,0.03713815659223996,0,0.0,13,True,True,Brazil|India|Mexico
2007-01-31,0.0332001328041339,0.0332001328041339,0.0031191079168335634,0,0.0,13,False,False,Brazil|India|Mexico
2007-03-30,0.04914967651046137,0.04914967651046137,0.028760893703883905,0,0.0,13,False,False,Brazil|India|Mexico
2007-04-30,0.04171788949451837,0.04171788949451837,0.026436927295568013,0,0.0,13,False,False,Brazil|India|Mexico
2007-06-29,0.0063140565983881005,0.0063140565983881005,0.04014401467982087,0,0.0,13,False,False,Brazil|India|Mexico
2007-07-31,0.00760818221547023,0.00760818221547023,0.04505266686835219,0,0.0,13,False,False,Brazil|India|Mexico
2007-09-28,0.0789192063915359,0.0789192063915359,0.059841240375279936,0,0.0,13,False,False,Brazil|India|Mexico
2007-10-31,0.10135936779287176,0.10135936779287176,0.08953624832275464,0,0.0,13,False,False,Brazil|India|Mexico
2008-01-31,-0.0971238157391402,-0.0971238157391402,-0.1430775690769327,0,0.0,13,False,False,Brazil|India|Mexico
2008-02-29,0.044960561495937,0.042260561495937,0.05086282461912295,2,0.0027,13,True,True,Brazil|Indonesia|Mexico
2008-03-31,-0.08386300324147616,-0.08386300324147616,-0.09185353738764457,0,0.0,13,False,False,Brazil|Indonesia|Mexico
2008-04-30,0.0381588036612755,0.0381588036612755,0.09505105626189136,0,0.0,13,False,False,Brazil|Indonesia|Mexico
2008-05-30,0.07363753470237554,0.07363753470237554,0.018095703466179502,0,0.0,13,True,True,Brazil|Indonesia|Mexico
2008-06-30,-0.08037673612197273,-0.08037673612197273,-0.11311055788224755,0,0.0,13,False,False,Brazil|Indonesia|Mexico
2008-07-31,-0.0448171468002258,-0.0448171468002258,-0.026910562381513903,0,0.0,13,False,False,Brazil|Indonesia|Mexico
2008-08-29,-0.010701990979286731,-0.010701990979286731,-0.019283758230605352,0,0.0,13,True,True,Brazil|Indonesia|Mexico
2008-10-31,-0.269238680629735,-0.269238680629735,-0.20053155131731482,0,0.0,13,False,False,Brazil|Indonesia|Mexico
2008-11-28,-0.08665617741401023,-0.08935617741401022,-0.07206135650972634,2,0.0027,13,True,True,India|Indonesia|Mexico
2009-02-27,-0.07662910357883264,-0.07932910357883263,-0.04615147951982834,2,0.0027,13,True,True,Brazil|Indonesia|Mexico
2009-03-31,0.10029483066863214,0.10029483066863214,0.09912543065609092,0,0.0,13,False,False,Brazil|Indonesia|Mexico
2009-06-30,0.013234765335181635,0.013234765335181635,-0.007314913185275884,0,0.0,13,False,False,Brazil|Indonesia|Mexico
2009-07-31,0.1232516952390242,0.1232516952390242,0.09901408961321945,0,0.0,13,False,False,Brazil|Indonesia|Mexico
2009-09-30,0.07260113222640777,0.07260113222640777,0.0672084790716787,0,0.0,13,False,False,Brazil|Indonesia|Mexico
2009-10-30,-0.009851338938358732,-0.009851338938358732,-0.00446015719867543,0,0.0,13,False,False,Brazil|Indonesia|Mexico
2010-01-29,-0.018976471739108765,-0.018976471739108765,-0.02337709107113206,0,0.0,13,False,False,Brazil|Indonesia|Mexico
2010-02-25,-0.012175698155948,-0.012175698155948,,0,0.0,2,False,False,Brazil|Indonesia|Mexico
2010-03-31,0.10136059396204034,0.10136059396204034,0.08716299838530883,0,0.0,13,False,False,Brazil|Indonesia|Mexico
2010-04-30,0.03518389064042457,0.03518389064042457,0.0335879901579057,0,0.0,13,False,False,Brazil|Indonesia|Mexico
2010-05-31,-0.0016486709148965338,-0.004348670914896534,-0.017642792558048237,2,0.0027,13,True,True,India|Indonesia|Mexico
2010-07-30,-0.024717460888424667,-0.024717460888424667,0.01623685891760318,0,0.0,13,False,False,India|Indonesia|Mexico
2010-09-30,0.05968315458610993,0.05968315458610993,0.036362867508806795,0,0.0,13,False,False,India|Indonesia|Mexico
2010-11-30,0.024474790723039666,0.024474790723039666,0.03969568491722475,0,0.0,13,True,True,India|Indonesia|Mexico
2010-12-30,0.023130528008577,0.023130528008577,,0,0.0,5,False,False,India|Indonesia|Mexico
2011-03-31,0.047344159553709166,0.047344159553709166,0.027671306281018326,0,0.0,13,False,False,India|Indonesia|Mexico
2011-04-29,-0.026424097128612798,-0.026424097128612798,-0.011695777504952765,0,0.0,13,False,False,India|Indonesia|Mexico
2011-05-31,0.008206232159814598,0.005506232159814598,0.004253364354271705,2,0.0027,13,True,True,Brazil|Indonesia|Mexico
